GBD_Specimen_ID,BirdLife_name,Jetz_taxo,"Source (Museum, Field)",Specimen_Ring.Number,Collector,Sex,Juv,Bill_TotalCulmen,Bill_Nares,Bill_Width,Bill_Depth,Subspecies,Measurer,Publication
Geospiza difficilis_7,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,F,,NA,9.6,6.5,6.9,,DTB,
Geospiza difficilis_70,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,F,,NA,10.6,5.7,7,,DTB,
Geospiza difficilis_71,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,F,,NA,10,5.3,6.4,,DTB,
Geospiza difficilis_72,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,F,,NA,11.5,5.9,7.1,,DTB,
Geospiza difficilis_73,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,M,,NA,11.2,6,7.5,,DTB,
Geospiza difficilis_74,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,F,,NA,11.5,5.5,6.5,,DTB,
Geospiza difficilis_75,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,M,,NA,11.7,6.5,7.4,,DTB,
Geospiza difficilis_76,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,M,,NA,11.9,5.8,7,,DTB,
Geospiza difficilis_77,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,F,,NA,11.1,5.3,6.3,,DTB,
Geospiza difficilis_78,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,M,,NA,11.1,5.9,6.8,,DTB,
Geospiza difficilis_79,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,F,,NA,10.6,5.7,6.6,,DTB,
Geospiza difficilis_8,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,F,,NA,10,6.9,7.8,,DTB,
Geospiza difficilis_80,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,M,,NA,12.4,6.2,7.7,,DTB,
Geospiza difficilis_81,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,F,,NA,11.5,6.1,7.4,,DTB,
Geospiza difficilis_82,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,F,,NA,10.8,5.8,7,,DTB,
Geospiza difficilis_83,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,F,,NA,10.7,5.6,6.6,,DTB,
Geospiza difficilis_84,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,F,,NA,10.6,5.6,6.7,,DTB,
Geospiza difficilis_9,Geospiza difficilis,Geospiza difficilis,Field sample,NA,,M,,NA,10.2,6.9,7.6,,DTB,
Geospiza acutirostris_1,Geospiza acutirostris,Geospiza difficilis,,,,,,NA,NA,NA,NA,,GAP SPECIES,
Geospiza septentrionalis_1,Geospiza septentrionalis,Geospiza difficilis,NHMUK,99.9.1.375,,M,,16.1,NA,5.3,6.9,septentrionalis,GT,
Geospiza septentrionalis_10,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,M,,NA,11.4,7,8,,DTB,
Geospiza septentrionalis_100,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,12.4,6.2,7.2,,DTB,
Geospiza septentrionalis_101,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,12.4,7,8,,DTB,
Geospiza septentrionalis_102,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,12.1,6.4,7.5,,DTB,
Geospiza septentrionalis_103,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,12.7,6.7,7.3,,DTB,
Geospiza septentrionalis_104,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,13,6.2,7.2,,DTB,
Geospiza septentrionalis_105,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,M,,NA,13.2,6.8,7.9,,DTB,
Geospiza septentrionalis_106,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,M,,NA,13.3,6.8,7.7,,DTB,
Geospiza septentrionalis_107,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,M,,NA,13.3,7,7.6,,DTB,
Geospiza septentrionalis_108,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,12.2,6.5,7.3,,DTB,
Geospiza septentrionalis_109,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,12.8,6.9,7.7,,DTB,
Geospiza septentrionalis_11,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,M,,NA,10.9,7.1,7.5,,DTB,
Geospiza septentrionalis_110,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,12.6,6.6,7.5,,DTB,
Geospiza septentrionalis_111,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,M,,NA,13.2,7,7.9,,DTB,
Geospiza septentrionalis_12,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,10.7,7.2,7.8,,DTB,
Geospiza septentrionalis_13,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,11.4,6.6,7.4,,DTB,
Geospiza septentrionalis_14,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,M,,NA,11.3,6.7,7.6,,DTB,
Geospiza septentrionalis_15,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,11,6.8,7.6,,DTB,
Geospiza septentrionalis_16,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,M,,NA,11.3,7.3,8,,DTB,
Geospiza septentrionalis_17,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,M,,NA,11.4,7,7.8,,DTB,
Geospiza septentrionalis_18,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,11.2,6.8,7.1,,DTB,
Geospiza septentrionalis_19,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,10.9,6.7,7.8,,DTB,
Geospiza septentrionalis_2,Geospiza septentrionalis,Geospiza difficilis,NHMUK,99.9.1.382,,F,,15.6,NA,5.3,6.6,septentrionalis,GT,
Geospiza septentrionalis_20,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,10.7,6.8,7.6,,DTB,
Geospiza septentrionalis_21,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,M,,NA,11.8,7.3,8.1,,DTB,
Geospiza septentrionalis_22,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,M,,NA,11.1,7.1,7.6,,DTB,
Geospiza septentrionalis_23,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,11.7,7.6,8.2,,DTB,
Geospiza septentrionalis_24,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,M,,NA,11.1,7.6,8.4,,DTB,
Geospiza septentrionalis_25,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,10.6,6.7,7.7,,DTB,
Geospiza septentrionalis_26,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,M,,NA,11,7.4,8.1,,DTB,
Geospiza septentrionalis_27,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,11.4,6.4,7.7,,DTB,
Geospiza septentrionalis_28,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,10.6,7.3,8.1,,DTB,
Geospiza septentrionalis_29,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,10.5,6.8,7.4,,DTB,
Geospiza septentrionalis_3,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,11.4,7.6,8.5,,DTB,
Geospiza septentrionalis_30,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,M,,NA,10.9,7.9,8.6,,DTB,
Geospiza septentrionalis_31,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,11.3,7.1,7.8,,DTB,
Geospiza septentrionalis_32,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,M,,NA,11.1,7.3,8,,DTB,
Geospiza septentrionalis_33,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,12.3,6.9,8,,DTB,
Geospiza septentrionalis_34,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,14,7.2,8.4,,DTB,
Geospiza septentrionalis_35,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,12.2,6.4,7.4,,DTB,
Geospiza septentrionalis_36,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,12.9,7.3,7.9,,DTB,
Geospiza septentrionalis_37,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,12.7,7.4,8.3,,DTB,
Geospiza septentrionalis_38,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,12.2,7.4,8.1,,DTB,
Geospiza septentrionalis_39,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,12.6,7.2,8.1,,DTB,
Geospiza septentrionalis_4,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,11.5,7.1,7.6,,DTB,
Geospiza septentrionalis_40,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,13.1,7.3,8,,DTB,
Geospiza septentrionalis_41,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,M,,NA,13.8,7.3,8.3,,DTB,
Geospiza septentrionalis_42,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,13.4,7.2,8.3,,DTB,
Geospiza septentrionalis_43,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,M,,NA,13.7,7,8.5,,DTB,
Geospiza septentrionalis_44,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,13.4,6.5,7.9,,DTB,
Geospiza septentrionalis_45,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,14.3,7.2,8.2,,DTB,
Geospiza septentrionalis_46,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,13.1,7.5,8.8,,DTB,
Geospiza septentrionalis_47,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,13.7,7.3,7.8,,DTB,
Geospiza septentrionalis_48,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,13.4,6.9,8.3,,DTB,
Geospiza septentrionalis_49,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,14,7.3,8.4,,DTB,
Geospiza septentrionalis_5,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,M,,NA,11.7,8.2,8.3,,DTB,
Geospiza septentrionalis_50,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,14.8,7.5,8.1,,DTB,
Geospiza septentrionalis_51,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,12.8,6.4,7.5,,DTB,
Geospiza septentrionalis_52,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,12.5,6.4,8,,DTB,
Geospiza septentrionalis_53,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,13.1,6.9,7.9,,DTB,
Geospiza septentrionalis_54,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,13.8,7.4,8.2,,DTB,
Geospiza septentrionalis_55,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,M,,NA,12.7,7.1,8.2,,DTB,
Geospiza septentrionalis_56,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,10.6,7,7.4,,DTB,
Geospiza septentrionalis_57,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,10.1,6.6,7.2,,DTB,
Geospiza septentrionalis_58,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,M,,NA,10,7.3,7.2,,DTB,
Geospiza septentrionalis_59,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,M,,NA,11.5,7.1,7.3,,DTB,
Geospiza septentrionalis_6,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,11.9,7.6,7.7,,DTB,
Geospiza septentrionalis_60,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,M,,NA,10.4,6.9,7.5,,DTB,
Geospiza septentrionalis_61,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,M,,NA,11,7.3,7.5,,DTB,
Geospiza septentrionalis_62,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,10.4,6.5,7,,DTB,
Geospiza septentrionalis_63,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,10.5,6.3,7.6,,DTB,
Geospiza septentrionalis_64,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,M,,NA,11.1,6.9,7.8,,DTB,
Geospiza septentrionalis_65,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,10.4,6.8,7.3,,DTB,
Geospiza septentrionalis_66,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,M,,NA,11,6.8,7.5,,DTB,
Geospiza septentrionalis_67,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,10.6,6.4,7,,DTB,
Geospiza septentrionalis_68,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,10.4,6.5,7.2,,DTB,
Geospiza septentrionalis_69,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,10.7,6.9,7.5,,DTB,
Geospiza septentrionalis_7,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,M,,NA,11.1,7.8,8,,DTB,
Geospiza septentrionalis_70,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,10.7,6.7,7.1,,DTB,
Geospiza septentrionalis_71,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,M,,NA,10.3,7.1,7.6,,DTB,
Geospiza septentrionalis_72,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,10.8,6.2,7.1,,DTB,
Geospiza septentrionalis_73,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,10.4,6.4,7.3,,DTB,
Geospiza septentrionalis_74,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,M,,NA,10.5,7.6,7.2,,DTB,
Geospiza septentrionalis_75,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,10.8,6.7,7.2,,DTB,
Geospiza septentrionalis_76,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,11.2,7,7.5,,DTB,
Geospiza septentrionalis_77,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,M,,NA,10.5,7.2,7.5,,DTB,
Geospiza septentrionalis_78,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,M,,NA,10.4,7.1,7.6,,DTB,
Geospiza septentrionalis_79,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,10.8,6.5,7.5,,DTB,
Geospiza septentrionalis_8,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,M,,NA,12.4,7.5,7.9,,DTB,
Geospiza septentrionalis_80,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,10.6,6.2,7.1,,DTB,
Geospiza septentrionalis_81,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,10.4,6.7,7.2,,DTB,
Geospiza septentrionalis_82,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,10.6,6.8,7.1,,DTB,
Geospiza septentrionalis_83,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,10.1,6.6,6.8,,DTB,
Geospiza septentrionalis_84,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,11,6.7,7.3,,DTB,
Geospiza septentrionalis_85,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,10.8,6.8,7.8,,DTB,
Geospiza septentrionalis_86,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,10.6,6.9,7.2,,DTB,
Geospiza septentrionalis_87,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,M,,NA,11.3,5.4,7.6,,DTB,
Geospiza septentrionalis_88,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,11.8,6.2,7.8,,DTB,
Geospiza septentrionalis_89,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,M,,NA,11.2,7,7.7,,DTB,
Geospiza septentrionalis_9,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,M,,NA,10.6,7.4,8.2,,DTB,
Geospiza septentrionalis_90,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,M,,NA,12.5,6.9,7.7,,DTB,
Geospiza septentrionalis_91,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,M,,NA,12.8,6.6,7.9,,DTB,
Geospiza septentrionalis_92,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,13,6.5,7.7,,DTB,
Geospiza septentrionalis_93,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,12.4,6.6,7.4,,DTB,
Geospiza septentrionalis_94,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,13,6.4,7.4,,DTB,
Geospiza septentrionalis_95,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,M,,NA,12.8,6.7,7.8,,DTB,
Geospiza septentrionalis_96,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,M,,NA,12.3,6.6,7.5,,DTB,
Geospiza septentrionalis_97,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,13,6.5,7.6,,DTB,
Geospiza septentrionalis_98,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,M,,NA,13,6.7,7.3,,DTB,
Geospiza septentrionalis_99,Geospiza septentrionalis,Geospiza difficilis,Field sample,NA,,F,,NA,11.9,6.5,7.5,,DTB,
NA_57,NA,Geospiza difficilis,NHMUK,99.9.1.327,,M,,15.9,NA,5.2,6.8,debilrostris,GT,
NA_59,NA,Geospiza difficilis,NHMUK,99.9.1.331,,F,,15,NA,4.9,7.6,debilrostris,GT,
Geospiza fortis_1,Geospiza fortis,Geospiza fortis,NA,NA,,U,-,16.7,NA,NA,NA,,RR,Ricklefs 2017
Geospiza fortis_10,Geospiza fortis,Geospiza fortis,Field sample,NA,,F,,NA,11.2,9.1,10.2,,DTB,
Geospiza fortis_11,Geospiza fortis,Geospiza fortis,Field sample,NA,,F,,NA,11.2,9.1,10.2,,DTB,
Geospiza fortis_12,Geospiza fortis,Geospiza fortis,Field sample,NA,,M,,NA,11.2,10,11.1,,DTB,
Geospiza fortis_13,Geospiza fortis,Geospiza fortis,Field sample,NA,,M,,NA,10.1,8.9,9.7,,DTB,
Geospiza fortis_14,Geospiza fortis,Geospiza fortis,Field sample,NA,,F,,NA,12.9,9.5,11.4,,DTB,
Geospiza fortis_15,Geospiza fortis,Geospiza fortis,Field sample,NA,,M,,NA,12.8,8.8,11.2,,DTB,
Geospiza fortis_16,Geospiza fortis,Geospiza fortis,Field sample,NA,,M,,NA,14.1,9.3,11.6,,DTB,
Geospiza fortis_17,Geospiza fortis,Geospiza fortis,Field sample,NA,,M,,NA,16.2,11,13.7,,DTB,
Geospiza fortis_2,Geospiza fortis,Geospiza fortis,NHMUK,1899.9.1.217,,M,,18.5,12.4,8.8,11.7,,HM,
Geospiza fortis_3,Geospiza fortis,Geospiza fortis,NHMUK,1899.9.1.221,,F,,17.2,11.5,6.6,10.7,,HM,
Geospiza fortis_4,Geospiza fortis,Geospiza fortis,NHMUK,1899.9.1.223,,F,,17.7,11.8,7,10.2,,HM,
Geospiza fortis_5,Geospiza fortis,Geospiza fortis,NHMUK,1899.9.1.226,,M,,18.6,12.8,10,12,,HM,
Geospiza fortis_6,Geospiza fortis,Geospiza fortis,NHMUK,85.12.14.312,,F,,17.9,NA,8.2,11.2,,GT,
Geospiza fortis_7,Geospiza fortis,Geospiza fortis,NHMUK,99.9.1.233,,F,,19.2,NA,8,10.7,,GT,
Geospiza fortis_8,Geospiza fortis,Geospiza fortis,NHMUK,99.9.1.236,,M,,18.8,NA,7.9,11.9,,GT,
Geospiza fortis_9,Geospiza fortis,Geospiza fortis,NHMUK,99.9.1.266,,M,,17.9,NA,8,10.8,,GT,
Geospiza scandens_1,Geospiza scandens,Geospiza scandens,NA,NA,,U,-,19.9,NA,NA,NA,,RR,Ricklefs 2017
Geospiza scandens_10,Geospiza scandens,Geospiza scandens,Field sample,NA,,F,,NA,14.1,7.9,7.8,,DTB,
Geospiza scandens_11,Geospiza scandens,Geospiza scandens,Field sample,NA,,F,,NA,13.9,8.4,8.8,,DTB,
Geospiza scandens_12,Geospiza scandens,Geospiza scandens,Field sample,NA,,F,,NA,12.6,8,8.4,,DTB,
Geospiza scandens_13,Geospiza scandens,Geospiza scandens,Field sample,NA,,M,,NA,13.9,8.1,8.8,,DTB,
Geospiza scandens_14,Geospiza scandens,Geospiza scandens,Field sample,NA,,M,,NA,14.8,8.5,9.2,,DTB,
Geospiza scandens_15,Geospiza scandens,Geospiza scandens,Field sample,NA,,M,,NA,14.3,7.3,8.6,,DTB,
Geospiza scandens_16,Geospiza scandens,Geospiza scandens,Field sample,NA,,M,,NA,18.4,8.5,9.3,,DTB,
Geospiza scandens_17,Geospiza scandens,Geospiza scandens,Field sample,NA,,F,,NA,17.5,7.7,8.1,,DTB,
Geospiza scandens_18,Geospiza scandens,Geospiza scandens,Field sample,NA,,M,,NA,17.2,7.6,8.3,,DTB,
Geospiza scandens_2,Geospiza scandens,Geospiza scandens,NHMUK,1899.9.1.333,,M,,19.5,13,5.2,7.3,,HM,
Geospiza scandens_3,Geospiza scandens,Geospiza scandens,NHMUK,1899.9.1.334,,M,,20.2,14.1,5.2,8.2,,HM,
Geospiza scandens_4,Geospiza scandens,Geospiza scandens,NHMUK,1899.9.1.336,,F,,19.1,12.3,5.4,7,,HM,
Geospiza scandens_5,Geospiza scandens,Geospiza scandens,NHMUK,1925.12.22.62,,F,,15.9,10.7,5.1,7.1,,HM,
Geospiza scandens_6,Geospiza scandens,Geospiza scandens,NHMUK,75.4.2.58,,M,,22.1,NA,5.7,8.7,intermedia,GT,
Geospiza scandens_7,Geospiza scandens,Geospiza scandens,NHMUK,75.4.2.61,,F,,21.8,NA,6.5,9,scandens,GT,
Geospiza scandens_8,Geospiza scandens,Geospiza scandens,NHMUK,85.12.14.553,,F,,21.2,NA,6.1,7.9,intermedia,GT,
Geospiza scandens_9,Geospiza scandens,Geospiza scandens,NHMUK,85.12.14.559,,M,,23.1,NA,7.1,9.6,scandens,GT,
Geospiza magnirostris_1,Geospiza magnirostris,Geospiza magnirostris,NA,NA,,U,-,22.4,NA,NA,NA,,RR,Ricklefs 2017
Geospiza magnirostris_10,Geospiza magnirostris,Geospiza magnirostris,Field sample,NA,,F,,NA,16.4,12.6,17.9,,DTB,
Geospiza magnirostris_11,Geospiza magnirostris,Geospiza magnirostris,Field sample,NA,,F,,NA,17,13.5,16.9,,DTB,
Geospiza magnirostris_12,Geospiza magnirostris,Geospiza magnirostris,Field sample,NA,,F,,NA,16.6,13.7,18,,DTB,
Geospiza magnirostris_13,Geospiza magnirostris,Geospiza magnirostris,Field sample,NA,,M,,NA,16.9,14.9,17.6,,DTB,
Geospiza magnirostris_14,Geospiza magnirostris,Geospiza magnirostris,Field sample,NA,,M,,NA,17.6,14.1,17.5,,DTB,
Geospiza magnirostris_15,Geospiza magnirostris,Geospiza magnirostris,Field sample,NA,,F,,NA,22.2,14.9,20,,DTB,
Geospiza magnirostris_16,Geospiza magnirostris,Geospiza magnirostris,Field sample,NA,,M,,NA,23.5,15.5,21.3,,DTB,
Geospiza magnirostris_17,Geospiza magnirostris,Geospiza magnirostris,Field sample,NA,,M,,NA,21,14.8,19.4,,DTB,
Geospiza magnirostris_2,Geospiza magnirostris,Geospiza magnirostris,NHMUK,1885.12.14.285,,F,,24.1,16.2,11.4,16.4,,AMGZ,
Geospiza magnirostris_3,Geospiza magnirostris,Geospiza magnirostris,NHMUK,1899.9.1.158,,M,,23.7,16,11.8,17.2,,AMGZ,
Geospiza magnirostris_4,Geospiza magnirostris,Geospiza magnirostris,NHMUK,1899.9.1.160,,M,,24.6,15.9,12.4,17.8,,AMGZ,
Geospiza magnirostris_5,Geospiza magnirostris,Geospiza magnirostris,NHMUK,1899.9.1.165,,F,,24.6,16.1,11.2,16.7,,AMGZ,
Geospiza magnirostris_6,Geospiza magnirostris,Geospiza magnirostris,NHMUK,75.4.2.9,,F,,22.5,NA,10.1,18,,GT,
Geospiza magnirostris_7,Geospiza magnirostris,Geospiza magnirostris,NHMUK,85.12.14.289,,M,,23.2,NA,10.6,16.4,,GT,
Geospiza magnirostris_8,Geospiza magnirostris,Geospiza magnirostris,NHMUK,99.9.1.171,,M,,24.9,NA,11.6,17.8,,GT,
Geospiza magnirostris_9,Geospiza magnirostris,Geospiza magnirostris,NHMUK,99.9.1.172,,F,,24.7,NA,10,18.9,,GT,
Geospiza conirostris_1,Geospiza conirostris,Geospiza conirostris,NA,NA,,U,-,21.7,NA,NA,NA,,RR,Ricklefs 2017
Geospiza conirostris_2,Geospiza conirostris,Geospiza conirostris,NHMUK,189.9.1.188,,F,,23.6,16.3,8.8,14.5,,HM,
Geospiza conirostris_3,Geospiza conirostris,Geospiza conirostris,NHMUK,1899.7.1.184,,F,,21.5,14.4,8.4,12.4,,HM,
Geospiza conirostris_4,Geospiza conirostris,Geospiza conirostris,NHMUK,1899.9.1.179,,M,,23.8,16,8.9,13.5,,HM,
Geospiza conirostris_5,Geospiza conirostris,Geospiza conirostris,NHMUK,1899.9.1.180,,M,,24.2,16,9.9,14.4,,HM,
Geospiza conirostris_6,Geospiza conirostris,Geospiza conirostris,NHMUK,99.9.1.182,,M,,22.4,NA,9.8,14.8,conirostris,GT,
Geospiza conirostris_7,Geospiza conirostris,Geospiza conirostris,NHMUK,99.9.1.190,,F,,21.9,NA,8.4,13.2,conirostris,GT,
Geospiza propinqua_1,Geospiza propinqua,Geospiza conirostris,NHMUK,99.9.1.192,,F,,19.4,NA,6,9.8,propinqua,GT,
Geospiza propinqua_10,Geospiza propinqua,Geospiza conirostris,Field sample,NA,,M,,NA,16.7,8.9,11.3,,DTB,
Geospiza propinqua_2,Geospiza propinqua,Geospiza conirostris,NHMUK,99.9.1.196,,M,,20.4,NA,6.2,10.1,propinqua,GT,
Geospiza propinqua_3,Geospiza propinqua,Geospiza conirostris,Field sample,NA,,F,,NA,15.4,10.1,11.6,,DTB,
Geospiza propinqua_4,Geospiza propinqua,Geospiza conirostris,Field sample,NA,,F,,NA,14,9.2,10.8,,DTB,
Geospiza propinqua_5,Geospiza propinqua,Geospiza conirostris,Field sample,NA,,F,,NA,14,9.5,11,,DTB,
Geospiza propinqua_6,Geospiza propinqua,Geospiza conirostris,Field sample,NA,,M,,NA,14.2,8.9,10.9,,DTB,
Geospiza propinqua_7,Geospiza propinqua,Geospiza conirostris,Field sample,NA,,M,,NA,15.9,9.9,11,,DTB,
Geospiza propinqua_8,Geospiza propinqua,Geospiza conirostris,Field sample,NA,,M,,NA,19.3,10.2,12.8,,DTB,
Geospiza propinqua_9,Geospiza propinqua,Geospiza conirostris,Field sample,NA,,M,,NA,19.5,11.1,14,,DTB,
